AppNo,Region,Area,Activity,Guarantor,Collateral,Collateral_valuation,Age,Properties_Status,Properties_Total,Amount,Term,Historic_Loans,Current_Loans,Max_Arrears,Defaulter
396198,4,15,19,0,1,60047,49,B,2,63335,58,3,2,0,1
396199,10,5,14,0,1,2453,38,B,1,1718,11,2,1,0,0
396200,5,40,1,0,0,,50,B,4,12196,23,2,1,0,0
396201,5,40,3,0,0,,42,C,3,12286,23,3,2,0,0
396202,11,10,1,0,1,4993,44,D,1,4014,21,4,1,0,0
396203,8,25,1,0,0,,37,C,3,3349,35,3,1,0,0
396204,14,40,14,0,1,3548,40,B,1,2985,11,2,,4,1
396205,6,40,5,0,1,2162,43,B,1,1906,11,2,1,0,0
396206,10,65,1,0,1,3787,53,D,1,5674,25,5,,518,0
396207,8,40,1,0,1,1535,47,D,2,2199,47,3,1,43,0
396208,10,45,14,0,0,,33,B,1,8980,23,4,3,0,0
396209,10,65,17,0,1,6996,23,B,3,6523,22,4,2,5,0
396210,9,25,1,0,1,19412,40,A,4,30719,46,4,1,57,0
396211,11,15,18,0,0,,42,B,2,7456,47,3,2,0,0
396212,10,25,2,0,1,414,24,D,2,1402,11,12,1,0,0
396213,10,45,14,0,0,,45,B,1,1754,13,1,,0,0
396214,5,40,3,0,1,6634,27,D,1,11235,35,1,1,0,0
396215,10,45,1,0,1,3206,49,B,1,8290,23,7,1,68,0
396216,6,45,1,0,0,,41,B,1,2788,20,4,1,0,0
396217,10,55,9,0,1,28664,24,D,1,23393,36,3,1,0,0
396218,2,10,19,0,0,,39,B,5,8850,34,7,2,31,0
396219,5,10,19,0,0,,36,D,1,3694,23,1,1,0,0
396220,6,25,14,0,0,,55,B,1,5410,20,7,,13,0
396221,8,30,,0,0,,55,B,1,6812,35,10,,0,0
396222,9,85,1,0,1,1748,41,D,1,1741,20,1,1,0,0
396223,11,5,14,0,1,6412,33,B,1,13738,24,4,2,0,1
396224,10,30,14,0,1,1254,50,B,2,2085,11,5,2,0,0
396225,9,40,14,0,0,,30,D,3,5360,36,2,1,0,0
396226,10,45,1,1,0,,36,B,2,6959,22,1,1,0,1
396227,10,25,17,0,1,6324,47,B,2,6554,22,4,,365,0
396228,14,85,14,0,1,682,27,B,2,4171,23,1,1,0,0
396229,8,20,1,0,0,,28,D,2,2671,22,1,1,0,0
396230,9,50,1,0,0,,39,B,3,2687,24,3,1,0,0
396231,10,25,14,0,1,2973,43,B,2,5280,11,1,1,0,0
396232,8,20,1,0,1,1328,41,D,2,3641,23,3,1,37,0
396233,8,20,2,0,0,,36,B,5,2804,32,1,1,0,0
396234,10,5,14,0,1,1871,33,D,3,5319,11,6,1,9,0
396235,8,30,8,1,0,,34,D,2,53324,48,3,1,0,1
396236,8,60,18,0,0,,21,D,3,29993,24,2,1,87,0
396237,8,15,3,0,0,,28,D,2,1241,57,1,1,0,1
396238,8,5,18,1,0,,57,B,1,5616,24,5,1,8,0
396239,4,15,2,0,1,4799,29,A,1,8591,58,1,1,0,1
396240,7,10,1,1,0,,40,A,2,7173,23,11,1,6,0
396241,8,40,1,0,0,,52,B,1,7515,36,1,1,0,0
396242,10,5,1,0,1,5639,38,B,1,9654,33,6,1,40,0
396243,14,50,9,0,1,1441,42,B,2,3282,46,7,2,0,0
396244,8,15,4,0,1,20556,26,D,2,23175,47,4,1,0,1
396245,10,45,14,0,1,3387,45,B,2,3220,13,4,2,0,0
396246,9,30,14,0,1,2682,42,B,2,2782,23,5,1,0,0
396247,14,60,1,0,0,,49,B,2,4085,23,5,1,0,0
396248,10,65,14,0,1,3936,58,B,1,4660,23,2,,0,0
396249,8,50,19,0,0,,47,D,2,1347,23,1,1,0,1
396250,9,55,14,0,1,1684,47,B,1,16725,21,2,1,0,0
396251,14,40,14,0,1,7539,40,A,6,7165,23,1,1,0,0
396252,10,5,14,0,1,2020,40,D,4,2006,12,3,1,0,0
396253,8,10,14,0,1,9265,38,B,3,13896,23,1,1,0,0
396254,10,65,19,0,1,850,78,B,1,3706,23,2,,0,1
396255,10,25,14,1,0,,56,D,2,2462,12,9,,99,0
396256,9,70,18,0,0,,52,D,2,10957,23,2,2,0,0
396257,4,15,19,0,0,,41,D,2,2771,26,6,1,1,0
396258,7,35,2,0,0,,26,C,2,3743,21,9,5,0,0
396259,10,95,1,0,1,1722,47,B,3,1782,22,8,1,0,0
396260,9,55,14,0,1,2210,55,B,1,2067,20,4,2,0,0
396261,7,35,1,1,1,53506,57,B,1,49962,24,1,1,0,0
396262,4,15,1,0,0,,42,D,1,2473,36,1,,0,0
396263,9,5,18,0,1,14736,44,B,2,57126,23,10,2,0,0
396264,10,55,14,0,1,10154,55,D,1,14934,12,2,2,0,0
396265,12,10,1,0,1,20673,47,A,2,25994,35,11,4,71,0
396266,10,70,14,0,1,2973,30,B,2,7799,23,2,1,0,0
396267,14,85,14,0,1,2217,47,D,4,7133,23,2,,74,0
396268,10,5,17,0,1,3690,40,D,1,6693,32,1,1,0,0
396269,14,85,14,0,1,1037,40,D,3,1558,24,3,3,0,0
396270,11,15,14,0,0,,29,A,1,3082,22,5,2,0,0
396271,7,35,4,0,0,,46,B,1,5249,47,1,,0,0
396272,14,50,1,0,1,1386,51,B,3,1384,34,4,,0,0
396273,9,95,18,0,0,,42,B,1,26813,22,5,,0,0
396274,9,50,14,0,0,,21,D,1,3056,31,1,1,0,0
396275,10,25,14,0,1,4043,47,D,4,3845,11,3,1,0,0
396276,14,85,14,1,0,,29,B,2,9867,24,6,2,16,0
396277,10,5,14,0,1,2126,45,D,3,4466,12,3,2,0,0
396278,7,5,1,0,0,,34,A,1,3560,23,1,,0,0
396279,5,40,3,0,0,,36,D,3,8811,48,1,,0,0
396280,10,25,14,1,0,,34,B,2,1809,11,2,1,0,0
396281,11,10,14,0,0,,31,D,2,14093,23,6,4,26,1
396282,11,5,18,0,1,4434,36,B,3,7671,23,5,2,17,0
396283,6,35,3,0,0,,45,B,2,23703,47,2,,0,1
396284,14,40,14,0,1,385,56,B,2,1505,13,5,4,22,0
396285,9,30,18,0,0,,48,B,1,8231,22,5,1,17,0
396286,10,55,18,1,0,,36,B,2,11821,12,3,2,14,1
396287,10,45,14,0,1,1028,43,B,1,2178,12,15,6,0,0
396288,6,35,1,0,0,,41,D,1,1915,22,4,3,0,0
396289,9,15,9,0,0,,31,C,15,4035,24,1,1,0,0
396290,9,20,14,0,0,,44,D,2,1262,11,1,1,0,0
396291,8,15,2,0,0,,67,D,3,2566,58,3,2,0,1
396292,13,5,3,0,0,,27,A,2,7967,22,1,1,0,1
396293,10,30,1,0,1,3626,48,B,2,2911,36,8,2,0,0
396294,10,65,14,0,1,1218,41,B,1,2056,11,6,1,3,0
396295,9,5,1,0,1,1962,36,A,1,2841,22,9,5,317,0
396296,10,5,14,0,1,2210,41,D,2,2604,12,7,2,0,0
396297,14,40,19,0,1,5949,55,B,2,5557,23,18,2,243,0
396298,9,25,18,0,1,2155,42,B,1,5207,23,1,,1569,0
396299,5,10,19,0,1,16494,47,B,4,32160,47,6,1,0,0
396300,9,10,1,0,1,9381,43,A,1,9394,23,3,2,52,0
396301,5,35,9,0,1,61491,48,B,1,66858,23,2,1,0,0
396302,8,50,8,0,0,,48,B,1,3568,11,2,,21,0
396303,8,65,1,0,1,2508,44,D,2,2832,35,3,,451,0
396304,10,65,14,0,1,3493,56,D,2,6242,12,2,1,24,0
396305,10,65,1,0,1,4059,64,B,1,5959,24,3,1,0,0
396306,6,40,1,0,1,2110,55,B,1,3637,23,7,1,16,0
396307,10,25,1,0,1,4020,38,B,5,9048,23,3,,1,0
396308,10,15,1,0,1,2815,50,D,2,3730,23,4,1,0,0
396309,7,5,1,0,0,,40,B,3,6933,47,8,2,76,0
396310,14,80,,0,1,1157,31,B,1,4096,22,3,,0,0
396311,10,45,14,1,1,4644,50,B,1,8428,24,5,3,0,0
396312,14,80,1,0,1,1971,56,B,2,1569,23,2,,190,0
396313,9,57,18,0,1,3878,43,B,1,5990,35,2,2,0,0
396314,7,5,19,0,0,,34,B,1,10288,47,2,,22,1
396315,14,85,5,0,0,,48,B,3,2078,11,1,1,0,0
396316,11,30,19,0,1,15912,33,A,3,11564,13,9,4,12,0
396317,10,25,1,0,1,743,44,B,1,1267,15,7,1,0,0
396318,6,10,2,0,0,,29,A,2,4521,19,1,1,0,0
396319,4,15,9,0,1,15786,34,B,1,42958,63,2,2,0,1
396320,10,5,1,0,1,8496,53,B,3,9890,47,6,1,0,0
396321,8,25,6,0,1,14064,43,B,4,13141,47,2,,16,0
396322,9,95,14,0,1,11579,21,A,1,8126,35,7,3,0,0
396323,11,30,19,0,1,22696,45,B,2,15462,33,10,,83,1
396324,14,85,14,0,1,11385,39,A,4,22602,23,6,3,0,0
396325,10,95,1,0,1,5268,48,B,3,9274,23,9,3,0,0
396326,10,75,14,0,1,7969,41,B,3,8512,11,4,1,0,0
396327,14,40,14,0,1,2288,37,B,2,1894,12,3,,168,0
396328,8,65,9,0,1,1865,52,B,2,2232,23,7,4,23,0
396329,14,85,14,0,0,,37,D,1,1826,23,1,1,0,0
396330,11,5,14,0,1,7475,37,A,1,6810,24,3,1,0,0
396331,7,5,3,0,1,22634,26,B,2,25768,21,8,4,6,1
396332,7,15,19,0,0,,25,D,3,4613,36,2,2,0,0
396333,10,25,14,0,1,3232,50,D,6,7515,11,17,5,0,0
396334,7,5,19,0,0,,27,A,3,3451,47,1,1,0,1
396335,10,5,1,1,0,,36,B,1,5116,35,1,,0,0
396336,7,35,2,0,0,,50,B,2,3910,22,2,2,0,0
396337,9,70,10,0,1,2724,32,C,2,5084,24,9,2,13,0
396338,10,5,14,0,1,562,57,D,3,2351,24,3,1,0,0
396339,7,5,1,0,0,,58,B,1,1892,11,2,1,0,0
396340,10,70,1,0,1,1551,51,B,3,2840,23,13,2,0,0
396341,9,15,9,0,0,,21,A,2,3719,47,5,,0,0
396342,10,45,14,0,1,588,27,B,2,1830,12,13,5,2,0
396343,9,15,,0,0,,46,D,1,1673,34,9,2,0,0
396344,9,87,14,0,0,,39,A,1,4298,31,1,1,0,1
396345,6,40,3,0,1,1755,40,B,1,1676,35,1,1,0,0
396346,8,20,1,0,0,,48,B,2,3793,24,3,,0,0
396347,7,5,3,0,1,6887,33,B,1,11214,22,2,,25,0
396348,7,5,2,0,0,,37,D,1,9330,23,21,1,0,0
396349,7,30,,0,0,,28,D,2,20210,23,5,3,0,0
396350,10,5,1,1,0,,42,D,2,3729,23,1,1,0,0
396351,6,10,1,1,0,,24,A,1,19887,25,2,2,0,1
396352,4,15,14,0,0,,30,B,1,3938,36,1,1,0,1
396353,6,45,1,0,0,,41,B,2,5530,23,3,2,0,0
396354,7,5,1,0,0,,32,B,1,1880,11,2,2,0,0
396355,8,30,1,0,1,1147,42,B,1,2203,35,3,2,6,0
396356,6,40,,0,0,,69,D,1,11707,12,2,1,19,1
396357,10,15,14,0,1,5290,39,B,6,7856,22,2,1,0,0
396358,7,40,1,0,0,,47,B,3,6789,34,9,,0,0
396359,14,60,14,0,1,12975,31,B,1,14956,23,5,3,141,1
396360,10,30,14,0,1,566,28,A,2,1472,11,1,1,0,0
396361,9,80,18,0,0,,40,B,3,6220,22,7,1,0,0
396362,7,30,19,0,0,,37,B,2,3001,17,7,2,0,0
396363,13,5,19,0,1,24011,44,B,1,20516,34,1,,0,0
396364,11,5,17,0,0,,42,B,2,2610,23,2,1,0,0
396365,7,35,9,0,1,11511,33,A,1,18668,36,4,2,0,1
396366,10,45,10,0,0,,47,D,1,1201,12,2,2,0,0
396367,8,20,18,0,0,,55,B,1,34708,23,2,,188,0
396368,6,10,2,0,1,21565,47,A,2,21242,32,5,2,0,0
396369,10,10,1,0,1,1554,43,B,1,3009,22,3,1,7,0
396370,10,5,,0,1,3707,47,B,3,3863,36,15,4,34,0
396371,8,20,9,0,0,,43,B,5,2116,22,5,4,0,0
396372,6,40,1,0,1,1887,55,B,1,3637,23,1,,0,0
396373,9,20,14,0,0,,29,B,1,2086,47,1,1,0,1
396374,9,90,18,0,0,,47,B,1,25371,22,10,2,1,0
396375,10,65,14,0,1,2298,40,B,2,4979,12,4,,20,0
396376,7,30,19,0,1,12183,60,D,1,9135,31,4,2,0,0
396377,10,65,14,0,1,1583,28,B,1,2231,11,3,,5,0
396378,7,35,9,0,1,3891,19,A,1,4646,18,1,,0,1
396379,9,30,1,0,1,391,63,B,1,1473,20,2,2,0,1
396380,6,45,18,0,0,,44,B,1,15691,21,2,2,0,0
396381,7,20,3,1,1,3338,29,A,1,6250,19,4,1,89,0
396382,7,25,1,0,0,,31,A,2,7325,23,2,1,47,0
396383,13,15,1,0,0,,46,B,2,11946,11,1,1,0,1
396384,4,20,1,0,0,,51,B,1,2681,47,1,,0,0
396385,10,95,19,0,0,,55,B,1,8587,35,8,3,0,0
396386,10,25,1,0,1,1787,28,D,3,2450,12,8,1,10,0
396387,14,80,1,0,1,465,22,D,3,1651,21,2,,53,0
396388,8,25,3,0,0,,36,C,4,2941,23,11,1,3,0
396389,11,15,14,0,0,,43,D,2,1981,22,1,1,0,0
396390,8,5,1,0,0,,51,B,1,3509,20,7,1,125,0
396391,10,30,14,0,1,2446,32,D,2,3170,11,7,1,0,0
396392,7,10,2,0,1,19076,40,D,3,14636,59,4,1,36,1
396393,10,65,1,0,1,1370,47,B,1,3378,24,5,1,0,0
396394,5,20,19,0,1,11349,50,B,2,8354,50,11,,751,0
396395,14,35,1,0,1,2731,51,B,1,4247,22,5,2,42,0
396396,8,25,17,0,0,,47,B,1,5280,23,1,1,0,1
396397,10,25,14,0,1,4075,40,D,3,4478,11,10,2,0,0
396398,7,25,9,0,0,,48,B,2,4818,35,8,2,55,0
396399,10,5,14,0,1,1548,35,D,3,1666,11,6,1,52,0
396400,9,25,14,0,1,6599,59,B,2,5717,48,2,1,185,0
396401,7,5,9,1,0,,20,A,1,6435,23,1,,0,1
396402,9,90,1,0,0,,44,B,1,1940,21,1,1,0,0
396403,7,25,3,0,0,,40,A,1,12523,35,2,2,0,0
396404,9,55,1,0,0,,36,D,1,1987,22,1,,0,1
396405,14,60,14,0,0,,18,A,1,5201,23,1,1,0,1
396406,10,25,14,0,1,4599,59,B,2,4009,12,8,1,0,0
396407,10,20,14,0,0,,41,B,2,15695,22,2,,1,0
396408,10,45,14,0,1,2259,39,B,2,2259,12,3,3,0,0
396409,10,10,2,0,1,1509,48,B,3,1225,23,7,2,0,0
396410,8,10,17,0,1,9388,41,B,3,15456,22,3,1,0,0
396411,14,60,14,0,1,6311,39,B,1,6280,22,7,3,301,0
396412,7,5,,0,0,,32,B,1,2526,40,2,2,0,1
396413,10,95,1,1,0,,25,B,2,7108,23,2,2,0,0
396414,10,15,14,0,1,7701,48,B,2,7822,11,12,2,10,0
396415,9,25,1,1,1,20537,35,B,1,18837,46,24,5,668,0
396416,9,30,14,0,1,885,28,B,1,2821,23,2,,0,0
396417,10,90,1,0,1,1063,32,B,2,1808,35,4,2,48,0
396418,10,5,14,0,1,3678,38,B,3,7667,23,6,3,0,0
396419,7,5,1,1,0,,35,C,2,1424,22,19,6,0,0
396420,8,15,8,0,0,,23,D,2,1331,59,5,3,0,0
396421,10,70,1,0,1,16090,39,B,3,17112,23,1,,23,0
396422,7,45,1,0,1,562,21,A,1,2649,23,1,1,0,0
396423,11,35,14,0,1,26748,20,A,6,24301,22,1,,0,0
396424,6,40,1,0,1,1787,55,B,1,3637,23,1,,0,0
396425,13,5,2,0,0,,25,B,1,26482,48,7,3,93,1
396426,10,25,14,0,1,1832,55,B,1,1998,11,3,2,4,0
396427,9,35,15,0,1,3390,31,D,1,4668,36,1,1,0,1
396428,11,5,14,0,1,11088,33,B,2,10214,20,11,4,13,0
396429,10,25,14,0,1,2307,46,B,2,2674,12,5,1,0,0
396430,6,45,18,0,0,,36,B,1,38744,23,1,1,0,0
396431,8,40,14,0,1,6906,50,D,2,11284,21,2,1,0,0
396432,7,5,3,0,0,,39,C,2,7184,54,2,,75,0
396433,14,40,14,0,1,1574,41,B,3,2148,13,7,1,149,0
396434,9,25,18,0,0,,53,B,1,20391,22,1,,68,0
396435,8,30,14,0,1,4153,32,B,2,5902,46,1,,12,0
396436,10,95,17,0,1,627,59,B,2,3193,23,18,4,11,0
396437,9,40,1,0,0,,45,B,2,3034,35,1,1,0,0
396438,8,25,14,0,0,,27,A,1,2174,11,2,,0,0
396439,8,50,14,0,0,,47,D,3,3933,21,4,3,0,1
396440,9,30,1,0,1,2094,53,B,2,8259,47,1,,0,1
396441,8,35,14,0,1,4741,59,B,1,4291,21,3,1,2112,1
396442,10,5,1,0,0,,34,D,2,1763,22,1,1,0,0
396443,7,10,19,0,1,2866,29,A,3,4929,34,3,1,63,0
396444,8,35,14,0,1,10968,47,B,1,9978,22,5,5,0,0
396445,7,35,19,0,1,3047,30,B,1,1634,23,7,3,0,0
396446,14,80,14,0,1,4563,44,B,2,3620,11,4,2,0,0
396447,10,55,18,0,0,,51,B,1,12806,16,4,1,0,0
396448,14,85,1,0,1,2262,22,B,1,1756,23,1,,108,1
396449,7,5,1,0,0,,48,B,1,1237,22,4,2,0,0
396450,10,95,14,0,1,15984,32,B,1,12430,21,13,8,48,0
396451,9,25,14,0,1,1916,51,B,1,1878,24,2,1,0,0
396452,14,80,,0,1,1516,34,B,2,2845,23,7,1,0,0
396453,11,25,,0,0,,32,A,2,4100,35,2,2,0,0
396454,10,30,14,0,1,9294,45,B,2,11747,23,3,3,0,0
396455,7,5,19,0,0,,52,C,2,8815,47,15,5,51,1
396456,10,30,3,1,0,,22,D,2,3055,23,1,1,0,0
396457,11,30,1,0,1,2921,45,B,2,4273,24,16,2,127,0
396458,9,5,14,0,1,2550,36,D,3,3803,23,1,1,0,0
396459,5,40,3,0,0,,45,B,1,8118,47,1,1,0,0
396460,9,65,14,0,1,866,64,B,1,1761,11,1,1,0,0
396461,10,70,14,0,1,556,46,B,1,3800,23,2,1,570,0
396462,10,5,17,0,1,5229,45,D,4,6333,35,1,1,0,0
396463,10,95,14,0,1,7953,47,B,1,12942,22,8,4,0,0
396464,10,70,1,1,1,2556,47,B,1,6683,22,1,,18,0
396465,7,40,19,0,1,2899,47,B,2,4399,31,3,2,2,1
396466,8,40,1,0,1,12561,50,B,3,9968,58,8,1,0,0
396467,10,30,14,1,0,,30,D,2,6390,11,1,1,0,0
396468,7,45,19,1,0,,63,B,1,5130,11,3,1,12,1
396469,7,35,3,0,1,25000,46,B,1,23543,47,6,2,8,0
396470,10,30,,0,1,3018,51,B,1,3322,12,8,3,2,0
396471,9,85,14,0,1,2572,37,B,3,3037,20,6,1,76,0
396472,10,55,,0,1,656,43,B,2,1474,12,7,,53,0
396473,10,30,1,0,1,1445,58,B,1,1230,24,5,1,63,0
396474,11,15,19,0,0,,53,B,1,9630,23,1,,0,0
396475,8,60,1,0,1,2501,44,B,2,2568,24,2,,293,0
396476,9,95,1,0,1,1506,45,B,1,7335,47,5,2,0,1
396477,10,45,14,1,0,,32,A,1,19477,24,2,2,0,0
396478,10,45,1,0,1,3752,34,D,2,5045,34,6,2,0,0
396479,10,15,1,0,1,4518,45,B,2,5840,35,6,3,10,0
396480,9,30,18,0,0,,28,B,1,12900,22,1,1,0,0
396481,6,20,1,0,0,,34,A,1,4163,35,1,1,0,0
396482,11,35,1,0,1,4683,36,B,1,4952,47,6,,112,0
396483,8,20,,0,0,,43,B,4,2804,35,4,2,38,0
396484,10,25,,1,0,,43,D,2,2834,23,5,2,0,0
396485,8,10,8,1,0,,41,D,1,26543,35,2,2,0,1
396486,9,90,1,0,0,,26,D,3,1177,11,1,1,0,0
396487,10,20,17,0,1,11996,47,D,2,9488,24,4,2,29,0
396488,14,50,1,0,0,,39,D,3,1301,22,1,,208,1
396489,10,95,14,0,1,902,29,B,1,2210,11,2,,33,0
396490,6,40,3,0,1,2504,42,B,1,2568,28,1,1,0,0
396491,9,75,14,0,0,,29,D,1,4550,23,3,1,55,0
396492,10,10,1,1,0,,45,B,1,3372,22,3,1,1,0
396493,6,40,1,0,1,2420,59,B,3,2505,19,1,1,0,0
396494,8,30,1,0,1,1929,49,D,4,2908,24,1,,0,0
396495,7,25,,0,0,,58,B,2,3174,33,2,1,0,0
396496,7,50,1,0,0,,30,B,2,14068,48,2,2,0,0
396497,7,15,19,0,0,,23,D,3,2470,47,1,1,0,0
396498,5,35,3,0,1,11440,45,B,3,9361,35,7,1,0,0
396499,7,5,4,0,0,,48,B,2,2381,21,12,2,0,0
396500,9,55,,0,0,,58,B,2,6169,24,1,1,0,0
396501,10,55,1,0,1,847,41,D,1,1487,23,3,1,0,0
396502,10,65,14,0,1,34426,48,B,2,32420,22,2,1,0,0
396503,5,10,3,0,0,,62,D,2,3740,18,7,4,194,0
396504,7,5,19,1,0,,56,B,1,3845,23,5,1,11,0
396505,7,30,19,0,0,,37,B,1,1584,11,2,,2,0
396506,5,10,8,1,0,,23,D,2,12569,35,1,1,0,0
396507,10,45,14,0,1,6098,42,B,1,7068,12,8,5,0,0
396508,9,25,1,0,1,2954,45,B,1,5330,48,3,1,24,0
396509,9,90,1,0,0,,36,A,1,1464,23,1,1,0,0
396510,8,20,3,0,1,1858,28,B,1,6470,35,2,1,0,0
396511,10,5,1,0,1,9307,47,B,3,8216,35,20,4,1,0
396512,7,5,19,0,0,,56,B,1,7654,33,8,3,12,0
396513,10,70,14,1,1,5167,58,B,1,7846,22,2,,408,0
396514,13,5,3,0,1,33240,26,A,2,40771,24,2,,0,0
396515,10,30,18,0,1,1545,43,D,2,1945,13,4,1,268,0
396516,10,65,,0,1,6883,62,B,1,4962,12,4,2,100,0
396517,10,5,1,0,1,1467,23,B,2,3660,35,1,1,0,0
396518,10,15,17,1,0,,43,D,3,6525,23,13,1,207,0
396519,9,15,14,0,1,7232,34,B,4,8580,22,7,4,40,1
396520,5,5,1,0,0,,54,B,1,4746,34,1,1,0,1
396521,11,30,19,0,1,10900,39,B,1,8885,23,3,2,74,0
396522,7,50,1,0,0,,37,B,1,3509,23,5,1,5,0
396523,10,45,14,0,1,1803,35,B,1,7936,13,8,4,0,0
396524,9,90,18,0,0,,46,B,1,15707,23,2,1,0,0
396525,10,25,14,0,1,2792,29,B,1,2198,11,7,1,12,0
396526,10,65,14,0,1,1545,39,B,1,4964,22,2,,16,0
396527,8,45,1,0,1,3096,55,B,1,4619,47,8,1,203,0
396528,8,5,8,0,0,,31,B,1,4889,34,2,,0,0
396529,7,5,1,0,0,,42,B,2,1899,11,12,6,7,0
396530,10,5,14,0,1,3341,55,B,2,3068,23,4,,0,0
396531,6,40,14,0,0,,53,B,4,5737,34,8,1,0,0
396532,9,15,18,0,0,,37,B,5,11435,24,9,2,0,0
396533,14,35,5,0,1,2375,35,B,1,4003,11,1,,541,1
396534,6,40,1,0,1,3994,39,B,3,9403,23,1,1,0,0
396535,14,60,14,0,1,5316,39,A,1,13595,21,2,,378,0
396536,14,40,14,1,0,,31,B,1,4254,11,4,2,643,1
396537,8,5,4,0,0,,36,B,1,6323,47,6,5,22,1
396538,10,45,1,1,0,,44,B,1,5875,23,5,1,30,0
396539,6,40,1,0,0,,67,D,1,1694,22,1,,0,0
396540,13,10,19,0,1,35289,44,B,1,28440,59,3,2,0,1
396541,11,5,18,0,0,,40,B,1,35872,23,5,3,158,0
396542,9,65,14,0,1,14419,35,A,4,15544,12,8,1,70,0
396543,7,5,1,0,1,756,36,D,1,4661,21,1,,0,0
396544,4,15,1,0,0,,26,B,1,13491,33,2,1,0,0
396545,14,60,18,1,0,,43,B,2,17337,23,1,,3,0
396546,7,15,19,0,0,,29,B,1,1726,47,2,2,0,1
396547,10,25,1,0,1,3668,45,B,1,4893,24,8,1,0,0
396548,14,40,1,0,1,1448,29,A,3,1325,11,3,2,242,0
396549,5,20,19,0,0,,37,A,1,16308,35,3,1,0,0
396550,8,20,6,0,0,,29,B,3,1566,30,2,2,0,0
396551,10,75,14,0,1,1703,39,B,1,1800,11,4,2,0,0
396552,10,65,14,0,1,2214,51,B,2,3375,22,3,1,18,0
396553,9,15,14,0,1,6075,32,D,4,10595,47,3,1,0,0
396554,8,35,1,0,0,,45,B,1,12951,47,3,2,0,0
396555,8,60,17,0,0,,51,B,3,6471,22,1,1,0,0
396556,7,5,14,0,0,,59,B,2,2461,21,1,,49,0
396557,7,5,,0,0,,37,B,2,5873,23,10,1,63,0
396558,9,40,14,0,0,,34,D,1,1730,23,3,,137,1
396559,4,5,19,0,1,2637,40,B,5,2482,18,2,2,0,0
396560,8,50,1,0,1,5384,28,D,4,10371,59,1,,0,0
396561,9,25,,0,1,8283,36,D,1,13271,36,3,3,0,1
396562,11,30,1,0,1,21820,51,B,2,17369,34,7,2,0,1
396563,10,55,19,0,0,,32,B,1,3585,24,4,3,0,1
396564,5,20,19,0,0,,33,D,2,8220,24,1,,0,0
396565,10,75,1,0,1,5196,22,B,2,8935,23,1,1,0,0
396566,10,15,1,0,0,,39,D,5,7713,35,19,2,0,0
396567,14,85,14,0,0,,57,B,1,2552,22,1,,111,0
396568,14,35,9,0,1,2989,41,B,2,7426,20,7,2,63,0
396569,10,95,14,1,0,,47,B,1,3502,21,2,1,0,0
396570,9,5,9,1,1,1425,32,B,1,1388,34,1,1,0,0
396571,7,15,1,0,0,,34,B,1,5870,34,5,2,0,0
396572,10,65,1,0,1,2075,51,B,1,1716,12,4,1,0,0
396573,10,45,10,0,1,2343,31,B,1,2208,11,6,2,158,0
396574,10,5,,1,1,6893,45,B,2,7324,36,1,,0,0
396575,10,65,14,0,1,1900,47,B,1,2742,12,6,1,0,0
396576,9,55,14,0,1,1674,41,B,1,6237,19,2,,104,0
396577,6,5,18,0,0,,69,B,2,34296,23,5,2,298,1
396578,9,25,14,0,0,,32,A,1,27184,24,5,3,0,0
396579,9,80,18,0,0,,34,B,2,8013,23,5,,99,0
396580,8,35,1,0,1,5995,46,B,1,10728,35,1,1,0,0
396581,10,5,14,0,1,2466,37,B,2,3524,13,6,1,0,0
396582,10,95,1,0,1,2873,26,B,1,7080,22,4,2,0,0
396583,10,15,1,1,0,,30,D,4,2975,22,8,1,0,0
396584,7,35,2,1,0,,31,A,2,2701,23,1,1,0,0
396585,11,25,1,0,0,,34,A,2,4100,46,1,1,0,0
396586,9,50,5,0,0,,30,A,4,6405,12,3,,0,0
396587,11,30,19,0,0,,43,B,1,7186,22,1,,0,0
396588,7,15,1,0,0,,40,B,2,1499,23,1,,1,0
396589,7,30,1,0,0,,19,B,1,1892,23,1,,0,0
396590,7,10,1,0,1,2634,43,B,1,2000,22,4,2,0,0
396591,14,40,1,0,1,1545,51,B,1,4199,21,1,1,0,0
396592,7,5,19,0,0,,47,B,1,2056,47,13,3,0,1
396593,9,65,14,0,1,19328,24,A,1,12788,24,1,1,0,1
396594,8,35,16,0,1,3299,69,B,1,3820,23,6,,146,0
396595,10,95,1,1,0,,28,B,2,9560,23,7,1,10,0
396596,8,60,1,0,1,1373,63,B,2,3980,22,13,2,173,0
396597,10,5,14,0,1,3196,28,B,1,4406,12,1,,0,0
396598,9,87,14,0,0,,48,B,3,2093,23,2,,34,0
396599,5,10,19,0,0,,23,D,3,1300,21,1,,0,0
396600,10,45,1,0,1,24460,26,A,2,53410,25,5,1,70,0
396601,11,30,1,0,1,1477,32,D,3,7552,22,7,,94,0
396602,5,40,1,0,0,,44,B,2,8544,48,8,3,0,1
396603,10,10,1,0,1,2217,32,B,1,2378,23,4,2,26,0
396604,5,15,3,0,0,,47,B,1,5507,18,9,1,1,0
396605,4,5,2,1,0,,34,C,2,13422,47,1,,243,1
396606,10,5,1,0,1,5193,34,D,1,5600,35,3,1,103,0
396607,10,25,1,0,1,9469,34,B,4,9703,23,1,,0,0
396608,7,25,6,1,0,,45,D,1,10502,12,8,3,0,1
